timestamp,open,high,low,close,volume,rsi,macd,MACDh_12_26_9,MACDs_12_26_9,BBL_20_2.0,bollinger,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,50_ma
2025-02-06 22:53:00,96460.24,96611.19,96460.23,96610.57,7.80614,53.092472,-62.72341,-3.3619874,-56.252186,96581.66,96749.5,96917.34,0.3469619,0.49824092,96626.65
2025-02-06 22:54:00,96610.56,96708.53,96610.56,96698.29,9.33424,53.092472,-62.72341,-3.3619874,-56.252186,96581.66,96749.5,96917.34,0.3469619,0.49824092,96626.65
2025-02-06 22:55:00,96698.29,96822.84,96698.28,96822.83,14.9,53.092472,-62.72341,-3.3619874,-56.252186,96581.66,96749.5,96917.34,0.3469619,0.49824092,96626.65
2025-02-06 22:56:00,96822.84,96870.39,96799.91,96829.04,14.66118,53.092472,-62.72341,-3.3619874,-56.252186,96581.66,96749.5,96917.34,0.3469619,0.49824092,96626.65
2025-02-06 22:57:00,96829.04,96892.34,96829.04,96881.15,9.64861,53.092472,-62.72341,-3.3619874,-56.252186,96581.66,96749.5,96917.34,0.3469619,0.49824092,96626.65
2025-02-06 22:58:00,96881.15,96897.54,96816.29,96870.31,12.3214,53.092472,-62.72341,-3.3619874,-56.252186,96581.66,96749.5,96917.34,0.3469619,0.49824092,96626.65
2025-02-06 22:59:00,96870.3,96959.99,96860.0,96959.99,8.06981,53.092472,-62.72341,-3.3619874,-56.252186,96581.66,96749.5,96917.34,0.3469619,0.49824092,96626.65
2025-02-06 23:00:00,96959.99,96959.99,96705.4,96705.4,25.01348,53.092472,-62.72341,-3.3619874,-56.252186,96581.66,96749.5,96917.34,0.3469619,0.49824092,96626.65
2025-02-06 23:01:00,96705.4,96771.45,96672.59,96749.99,13.26045,53.092472,-62.72341,-3.3619874,-56.252186,96581.66,96749.5,96917.34,0.3469619,0.49824092,96626.65
2025-02-06 23:02:00,96749.99,96749.99,96665.05,96725.52,12.14958,53.092472,-62.72341,-3.3619874,-56.252186,96581.66,96749.5,96917.34,0.3469619,0.49824092,96626.65
2025-02-06 23:03:00,96725.53,96747.01,96706.56,96706.57,5.53701,53.092472,-62.72341,-3.3619874,-56.252186,96581.66,96749.5,96917.34,0.3469619,0.49824092,96626.65
2025-02-06 23:04:00,96706.56,96706.57,96660.0,96697.99,9.42283,53.092472,-62.72341,-3.3619874,-56.252186,96581.66,96749.5,96917.34,0.3469619,0.49824092,96626.65
2025-02-06 23:05:00,96697.99,96698.0,96602.9,96623.75,16.80503,53.092472,-62.72341,-3.3619874,-56.252186,96581.66,96749.5,96917.34,0.3469619,0.49824092,96626.65
2025-02-06 23:06:00,96623.75,96708.0,96623.74,96708.0,19.22209,53.092472,-62.72341,-3.3619874,-56.252186,96581.66,96749.5,96917.34,0.3469619,0.49824092,96626.65
2025-02-06 23:07:00,96708.0,96782.61,96708.0,96732.5,8.48487,53.092472,-62.72341,-3.3619874,-56.252186,96581.66,96749.5,96917.34,0.3469619,0.49824092,96626.65
2025-02-06 23:08:00,96732.5,96732.5,96652.17,96683.98,3.66591,48.502083,-62.72341,-3.3619874,-56.252186,96581.66,96749.5,96917.34,0.3469619,0.49824092,96626.65
2025-02-06 23:09:00,96683.98,96729.25,96654.0,96722.0,3.1315,52.003937,-62.72341,-3.3619874,-56.252186,96581.66,96749.5,96917.34,0.3469619,0.49824092,96626.65
2025-02-06 23:10:00,96721.99,96779.01,96706.16,96779.0,9.45039,56.752056,-62.72341,-3.3619874,-56.252186,96581.66,96749.5,96917.34,0.3469619,0.49824092,96626.65
2025-02-06 23:11:00,96779.01,96782.61,96734.22,96734.22,4.16139,52.368935,-62.72341,-3.3619874,-56.252186,96581.66,96749.5,96917.34,0.3469619,0.49824092,96626.65
2025-02-06 23:12:00,96734.22,96748.92,96719.73,96748.91,5.73978,53.63403,-62.72341,-3.3619874,-56.252186,96581.66,96749.5,96917.34,0.3469619,0.49824092,96626.65
2025-02-06 23:13:00,96748.92,96748.92,96706.58,96706.58,3.67135,49.550007,-62.72341,-3.3619874,-56.252186,96597.5,96754.305,96911.1,0.3241239,0.3478303,96626.65
2025-02-06 23:14:00,96706.59,96706.59,96591.92,96600.0,6.4015,41.07019,-62.72341,-3.3619874,-56.252186,96580.195,96749.38,96918.58,0.34974462,0.058518924,96626.65
2025-02-06 23:15:00,96600.0,96637.18,96555.49,96555.5,7.31723,38.13563,-62.72341,-3.3619874,-56.252186,96550.69,96736.02,96921.36,0.38317922,0.012993043,96626.65
2025-02-06 23:16:00,96555.49,96618.39,96555.49,96618.39,3.66873,44.20341,-62.72341,-3.3619874,-56.252186,96538.555,96725.484,96912.414,0.38651517,0.2135348,96626.65
2025-02-06 23:17:00,96618.38,96641.02,96608.59,96608.6,2.02948,43.488342,-62.72341,-3.3619874,-56.252186,96532.734,96711.86,96890.984,0.3704323,0.2117671,96626.65
2025-02-06 23:18:00,96608.6,96608.6,96576.39,96586.94,4.91398,41.874355,-62.72341,-3.3619874,-56.252186,96526.27,96697.695,96869.11,0.35453644,0.17694785,96626.65
2025-02-06 23:19:00,96586.95,96669.57,96586.94,96639.34,5.84504,46.99906,-59.342453,-3.3619874,-56.252186,96558.06,96681.66,96805.25,0.25567284,0.32879883,96626.65
2025-02-06 23:20:00,96639.34,96672.67,96577.09,96637.74,12.50806,46.863197,-56.14492,-3.3619874,-56.252186,96553.766,96678.27,96802.79,0.25757676,0.3372184,96626.65
2025-02-06 23:21:00,96637.75,96674.29,96621.52,96657.32,10.13827,48.813274,-51.43797,-3.3619874,-56.252186,96553.33,96673.64,96793.96,0.24891403,0.43216884,96626.65
2025-02-06 23:22:00,96657.32,96668.1,96609.16,96609.16,4.70516,44.488506,-51.00582,-3.3619874,-56.252186,96546.85,96667.83,96788.8,0.25028333,0.25752804,96626.65
2025-02-06 23:23:00,96609.16,96616.61,96608.44,96608.44,4.97958,44.425137,-50.143414,-3.3619874,-56.252186,96540.68,96662.92,96785.16,0.25292274,0.27717015,96626.65
2025-02-06 23:24:00,96608.45,96608.45,96538.46,96538.46,3.56648,38.66098,-54.478756,-3.3619874,-56.252186,96522.5,96654.945,96787.38,0.2740472,0.060248315,96626.65
2025-02-06 23:25:00,96538.47,96538.47,96486.76,96486.76,2.84035,35.04343,-61.37877,-3.3619874,-56.252186,96497.05,96648.09,96799.14,0.31257066,-0.034046415,96626.65
2025-02-06 23:26:00,96486.76,96573.82,96486.76,96567.88,5.27874,43.91165,-59.614174,-3.3619874,-56.252186,96488.81,96641.086,96793.36,0.31513596,0.2596263,96626.65
2025-02-06 23:27:00,96567.89,96610.17,96567.88,96603.31,2.36826,47.296074,-54.72597,1.2209734,-55.946945,96487.54,96634.625,96781.72,0.30442172,0.3935453,96626.65
2025-02-06 23:28:00,96603.31,96640.55,96575.25,96587.49,18.59549,45.962444,-51.53452,3.529941,-55.06446,96483.18,96629.805,96776.43,0.30347937,0.3557143,96626.65
2025-02-06 23:29:00,96587.49,96656.0,96587.49,96619.57,8.89504,49.09693,-45.887714,7.341395,-53.22911,96484.27,96624.68,96765.09,0.2906302,0.48180154,96626.65
2025-02-06 23:30:00,96619.56,96626.0,96582.0,96588.89,3.66319,46.329155,-43.388054,7.8728456,-51.2609,96493.33,96615.17,96737.02,0.25223345,0.39214012,96626.65
2025-02-06 23:31:00,96588.89,96659.75,96588.89,96659.75,4.7329,52.929356,-35.282528,12.782697,-48.065224,96500.3,96611.45,96722.6,0.23009856,0.71726567,96626.65
2025-02-06 23:32:00,96659.74,96662.84,96594.25,96594.25,3.53338,47.156567,-33.755035,11.448151,-45.203186,96512.09,96603.72,96695.34,0.18969665,0.4483313,96626.65
2025-02-06 23:33:00,96594.25,96596.18,96555.81,96555.82,2.65557,44.116364,-35.23925,7.9711485,-43.2104,96515.49,96596.18,96676.875,0.16706796,0.24990593,96626.65
2025-02-06 23:34:00,96555.82,96555.82,96470.38,96483.56,4.29531,39.022083,-41.764843,1.1564462,-42.921288,96495.97,96590.36,96684.75,0.19544044,-0.065740064,96626.65
2025-02-06 23:35:00,96483.55,96483.55,96425.26,96425.27,6.14016,35.464478,-51.051445,-6.504126,-44.54732,96465.75,96583.84,96701.945,0.24455228,-0.17137314,96626.65
2025-02-06 23:36:00,96425.27,96497.62,96397.11,96497.61,5.86894,42.47389,-51.97478,-5.9419684,-46.03281,96455.125,96577.805,96700.484,0.25405282,0.1731397,96626.65
2025-02-06 23:37:00,96497.62,96551.98,96489.13,96512.5,13.38798,43.82632,-50.91808,-3.9082136,-47.009865,96448.016,96573.0,96697.984,0.25884056,0.25795904,96626.65
2025-02-06 23:38:00,96512.51,96526.4,96508.63,96516.0,5.39157,44.15865,-49.230713,-1.7766787,-47.454037,96442.25,96569.45,96696.664,0.2634546,0.28988796,96626.65
2025-02-06 23:39:00,96516.01,96516.01,96489.13,96489.14,1.56368,42.100204,-49.49035,-1.6290505,-47.861298,96434.39,96561.945,96689.5,0.26418868,0.21460462,96626.65
2025-02-06 23:40:00,96489.13,96489.14,96343.78,96343.78,14.83988,33.106148,-60.72544,-10.291316,-50.434128,96393.055,96547.25,96701.445,0.31941772,-0.15977709,96626.65
2025-02-06 23:41:00,96343.78,96343.78,96241.48,96241.48,58.66288,28.492746,-76.99652,-21.249916,-55.746605,96330.695,96526.45,96722.22,0.40561104,-0.22786723,96626.65
2025-02-06 23:42:00,96241.49,96241.49,96202.98,96203.06,7.16144,26.972546,-91.93191,-28.948244,-62.983665,96269.04,96506.15,96743.266,0.4913929,-0.13912994,96626.65
2025-02-06 23:43:00,96203.07,96364.68,96203.07,96311.64,20.93189,37.174427,-93.92412,-24.75236,-69.17175,96244.7,96491.31,96737.92,0.511151,0.13571563,96620.67
2025-02-06 23:44:00,96311.64,96379.5,96295.55,96379.49,10.45303,42.573177,-89.00206,-15.864245,-73.13782,96233.125,96483.36,96733.6,0.5187174,0.29245257,96614.3
2025-02-06 23:45:00,96379.5,96400.0,96350.61,96400.0,4.37542,44.13593,-82.49536,-7.486035,-75.00932,96226.18,96479.02,96731.87,0.52414805,0.34373027,96605.84
2025-02-06 23:46:00,96400.0,96504.0,96399.99,96423.92,15.33801,45.98219,-74.54925,0.3680601,-74.91731,96221.32,96471.83,96722.33,0.5193312,0.4043798,96597.74
2025-02-06 23:47:00,96423.92,96489.14,96401.55,96474.86,5.32309,49.78802,-63.41051,9.205439,-72.61595,96222.234,96465.41,96708.57,0.5041598,0.5194432,96589.61
2025-02-06 23:48:00,96474.86,96484.85,96411.0,96411.01,8.58406,45.46419,-59.0544,10.84924,-69.90364,96219.03,96456.58,96694.13,0.49255708,0.40408412,96580.43
2025-02-06 23:49:00,96411.0,96448.12,96401.35,96447.93,3.20687,48.262127,-52.023323,14.304255,-66.327576,96222.52,96448.0,96673.47,0.46755365,0.4998492,96570.19
2025-02-06 23:50:00,96447.94,96447.94,96396.0,96437.49,3.40669,47.5197,-46.75461,15.658377,-62.412983,96224.414,96440.43,96656.44,0.4479682,0.49319944,96564.83
2025-02-06 23:51:00,96437.5,96553.26,96437.5,96550.09,7.46582,55.47526,-33.11154,23.441153,-56.552696,96236.64,96434.945,96633.25,0.41127443,0.79032135,96560.83
2025-02-06 23:52:00,96550.1,96551.86,96515.73,96551.86,3.00591,55.58923,-21.903996,27.71896,-49.622955,96240.56,96432.83,96625.086,0.3987528,0.8095595,96557.36
2025-02-06 23:53:00,96551.85,96599.9,96548.6,96588.79,4.39268,58.004547,-9.927553,31.75632,-41.683876,96237.51,96434.48,96631.44,0.40848938,0.89173996,96555.0
2025-02-06 23:54:00,96588.8,96601.54,96569.25,96601.53,9.75252,58.836266,0.5851304,33.815205,-33.230072,96231.195,96440.375,96649.55,0.43379357,0.8852197,96553.07
2025-02-06 23:55:00,96601.53,96610.0,96600.33,96600.34,3.16446,58.719284,8.719966,33.56003,-24.840065,96228.85,96449.125,96669.4,0.4567663,0.8432414,96552.6
2025-02-06 23:56:00,96600.33,96601.63,96573.59,96598.82,13.45555,58.559124,14.8727865,31.770283,-16.897495,96225.21,96454.19,96683.164,0.47478488,0.8158282,96550.42
2025-02-06 23:57:00,96598.82,96605.07,96567.64,96605.03,2.12941,59.050537,20.019266,29.53341,-9.514143,96221.72,96458.81,96695.91,0.49160072,0.80834967,96547.87
2025-02-06 23:58:00,96605.03,96605.03,96561.69,96567.46,8.93909,54.815514,20.826233,24.2723,-3.4460676,96220.77,96461.38,96702.0,0.49888042,0.72042406,96545.54
2025-02-06 23:59:00,96567.47,96576.48,96554.34,96554.35,7.55804,53.37694,20.175323,18.897112,1.2782104,96220.87,96464.65,96708.42,0.5054203,0.68398756,96542.19
2025-02-07 00:00:00,96554.35,96727.99,96539.84,96636.0,55.06336,60.355278,25.948822,19.73649,6.2123327,96231.22,96479.26,96727.3,0.5141815,0.8159631,96539.33
2025-02-07 00:01:00,96635.99,96689.67,96605.67,96672.0,14.35977,62.985847,33.0483,21.468775,11.579527,96264.58,96500.78,96736.984,0.48953784,0.8624336,96538.086
2025-02-07 00:02:00,96672.0,96750.0,96652.17,96683.93,21.90873,63.84208,39.185635,22.084887,17.100748,96318.766,96524.83,96730.89,0.42695692,0.8860604,96536.78
2025-02-07 00:03:00,96683.92,96699.99,96616.09,96698.33,13.65398,64.8976,44.696243,22.076397,22.619846,96349.49,96544.164,96738.83,0.40327567,0.8959749,96536.62
2025-02-07 00:04:00,96699.69,96756.0,96664.0,96756.0,10.16061,68.82288,53.10477,24.387938,28.716831,96362.914,96562.984,96763.06,0.41439483,0.9823492,96539.734
